"Product ID";Image;Nom;Référence;Catégorie;"Montant (HT)";"Montant (TTC)";Quantité;État;Position
6994;https://newpreprod.boutique.sportmidable.com//t-shirt-orange.jpg;"T-shirt orange";STTU755-C013;Produits;0.000000;0;0;1
6993;https://newpreprod.boutique.sportmidable.com//sweat-zippé-à-capuche-noir.jpg;"Sweat zippé à capuche noir";STSM566-C002;Produits;0.000000;0;0;1
6992;https://newpreprod.boutique.sportmidable.com//sweat-à-capuche-noir.jpg;"Sweat à capuche noir";STSU812-C002;Produits;0.000000;0;0;1
6219;https://newpreprod.boutique.sportmidable.com/9690/sac-a-chaussures.jpg;"SAC À CHAUSSURES";BG540;"Les incontournables";0.000000;13;-2;1
6218;https://newpreprod.boutique.sportmidable.com/9689/gourde-sportmidable.jpg;"GOURDE SPORTMIDABLE";GOURDE-SP;"Les incontournables";0.000000;8;-6;1
6217;https://newpreprod.boutique.sportmidable.com/9688/casquette-trucker.jpg;"CASQUETTE TRUCKER";FX6606;"Les incontournables";0.000000;18;-5;1
6216;https://newpreprod.boutique.sportmidable.com/9687/mug-personnalise.jpg;"MUG PERSONNALISÉ";MUG-BLC;"Les incontournables";0.000000;8;-5;1
1266;https://newpreprod.boutique.sportmidable.com/1591/je-personnalise-ou-non.jpg;"PERSONNALISATION DU PACK EN OPTION";INITIALES-FR-5;"Les produits";0.000000;0;-40;1
1259;https://newpreprod.boutique.sportmidable.com/1582/je-personnalise-ou-non.jpg;"PERSONNALISATION DU PACK OBLIGATOIRE";PACK;"Les produits";0.000000;0;-214;1
1144;https://newpreprod.boutique.sportmidable.com/1487/je-personnalise-ou-non.jpg;"PERSONNALISATION DU PACK";INITIALES-RCA-5;"Les produits";0.000000;0;0;1
1007;https://newpreprod.boutique.sportmidable.com/1222/giftcard-carte-cadeau-400.jpg;"Carte cadeau 500";;"Les produits";500.000000;500;0;1
1006;https://newpreprod.boutique.sportmidable.com/1223/giftcard-carte-cadeau-400.jpg;"Carte cadeau 400";;;400.000000;400;0;1
1005;https://newpreprod.boutique.sportmidable.com/1221/giftcard-carte-cadeau-50.jpg;"Carte cadeau 300";;;300.000000;300;0;1
1004;https://newpreprod.boutique.sportmidable.com/1220/giftcard-carte-cadeau-50.jpg;"Carte cadeau 200";;;200.000000;200;0;1
1003;https://newpreprod.boutique.sportmidable.com/1224/giftcard-carte-cadeau-50.jpg;"Carte cadeau 25";;;25.000000;25;;0
1000;https://newpreprod.boutique.sportmidable.com/1225/giftcard-carte-cadeau-50.jpg;"Carte cadeau 50";;"Les produits";50.000000;50;-1;1
947;https://newpreprod.boutique.sportmidable.com/1214/giftcard-carte-cadeau-30.jpg;"Carte cadeau 30";;;30.000000;30;0;1
264;https://newpreprod.boutique.sportmidable.com/1105/giftcard-carte-cadeau-75.jpg;"Carte cadeau 75";;"Les produits";75.000000;75;0;1
263;https://newpreprod.boutique.sportmidable.com/1103/giftcard-carte-cadeau-150.jpg;"Carte cadeau 150";;"Les produits";150.000000;150;0;1
